disease_id,disease_name,n_edges,n_drug_names,n_drug_ids,pmid_count_sum,total_articles_sum,pmid_count_median,total_articles_median,edge_share,drug_name_share,drug_id_share,pmid_share,total_articles_share
@DISEASE_Tremor,Tremor,74,72,74,998,1140,7.0,7.0,0.0007900580799453365,0.5179856115107914,0.2016348773841962,0.0012872237241265453,0.0009516805091657686
@DISEASE_Stomach_Neoplasms,Stomach Neoplasms,78,72,78,864,1016,3.0,3.0,0.0008327639221045439,0.5179856115107914,0.2125340599455041,0.001114390077800937,0.0008481643836073867
@DISEASE_Hyperplasia,Hyperplasia,84,72,84,911,968,4.0,4.0,0.000896822685343355,0.5179856115107914,0.22888283378746593,0.0011750108343479787,0.0008080936253267228
@DISEASE_Metabolic_Diseases,Metabolic Diseases,79,72,79,647,735,3.0,3.0,0.0008434403826443458,0.5179856115107914,0.21525885558583105,0.0008345027550199145,0.0006135834861726666
@DISEASE_Tang_Hsi_Ryu_syndrome,Tang Hsi Ryu syndrome,81,72,81,580,580,3.0,3.0,0.0008647933037239494,0.5179856115107914,0.22070844686648503,0.0007480859318571105,0.00048418832922468927
@DISEASE_Cognitive_Dysfunction,Cognitive Dysfunction,75,72,75,541,541,3.0,3.0,0.0008007345404851384,0.5179856115107914,0.20435967302452315,0.0006977836019563737,0.00045163083812164984
@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,Attention Deficit Disorder with Hyperactivity,71,71,71,1151,5529,6.0,6.0,0.0007580286983259309,0.5107913669064749,0.19346049046321526,0.0014845636337371278,0.004615650469453977
@DISEASE_Osteoporosis,Osteoporosis,83,71,83,1251,3489,3.0,3.0,0.0008861462248035531,0.5107913669064749,0.22615803814713897,0.0016135439668159399,0.0029126432425257602
@DISEASE_Status_Asthmaticus,Status Asthmaticus,82,71,82,1298,2542,4.0,4.0,0.0008754697642637513,0.5107913669064749,0.22343324250681199,0.0016741647233629816,0.0021220805739468277
@DISEASE_Stomach_Diseases,Stomach Diseases,73,71,73,993,1720,6.0,6.0,0.0007793816194055347,0.5107913669064749,0.1989100817438692,0.0012807747074726045,0.0014358688383904578
@DISEASE_Colitis_Ulcerative,Colitis Ulcerative,81,71,81,795,1400,2.0,2.0,0.0008647933037239494,0.5107913669064749,0.22070844686648503,0.0010253936479765566,0.0011687304498526983
@DISEASE_Pancreatitis,Pancreatitis,75,71,75,884,884,5.0,5.0,0.0008007345404851384,0.5107913669064749,0.20435967302452315,0.0011401861444166994,0.0007379697983355608
@DISEASE_Ataxia,Ataxia,74,71,74,752,752,4.5,4.5,0.0007900580799453365,0.5107913669064749,0.2016348773841962,0.0009699321047526673,0.0006277752130637351
@DISEASE_Shock,Shock,83,71,83,706,710,4.0,4.0,0.0008861462248035531,0.5107913669064749,0.22615803814713897,0.0009106011515364138,0.0005927132995681541
@DISEASE_Atrophy,Atrophy,79,71,79,681,681,4.0,4.0,0.0008434403826443458,0.5107913669064749,0.21525885558583105,0.0008783560682667107,0.0005685038831069197
@DISEASE_Melanoma,Melanoma,75,71,75,667,667,4.0,4.0,0.0008007345404851384,0.5107913669064749,0.20435967302452315,0.000860298821635677,0.0005568165786083927
@DISEASE_Cerebral_Palsy,Cerebral Palsy,73,71,73,481,629,3.0,3.0,0.0007793816194055347,0.5107913669064749,0.1989100817438692,0.0006203954021090864,0.0005250938949695337
@DISEASE_Peritonitis,Peritonitis,79,71,79,558,571,3.0,3.0,0.0008434403826443458,0.5107913669064749,0.21525885558583105,0.0007197102585797718,0.0004766750620470648
@DISEASE_Abdominal_Injuries,Abdominal Injuries,75,71,75,569,569,4.0,4.0,0.0008007345404851384,0.5107913669064749,0.20435967302452315,0.0007338980952184411,0.0004750054471187038
@DISEASE_Ototoxicity,Ototoxicity,73,71,73,569,569,5.0,5.0,0.0007793816194055347,0.5107913669064749,0.1989100817438692,0.0007338980952184411,0.0004750054471187038
@DISEASE_Personality_Disorders,Personality Disorders,73,70,73,1459,2035,6.0,6.0,0.0007793816194055347,0.5035971223021583,0.1989100817438692,0.001881823059619869,0.001698833189607315
@DISEASE_Sleep_Initiation_and_Maintenance_Disorders,Sleep Initiation and Maintenance Disorders,74,70,74,1436,1892,6.0,6.0,0.0007900580799453365,0.5035971223021583,0.2016348773841962,0.0018521575830117423,0.0015794557222295036
@DISEASE_Hypoglycemia,Hypoglycemia,75,70,75,1253,1605,5.0,5.0,0.0008007345404851384,0.5035971223021583,0.20435967302452315,0.0016161235734775163,0.0013398659800097005
@DISEASE_Hyperkinesis,Hyperkinesis,72,70,72,944,1405,5.5,5.5,0.0007687051588657328,0.5035971223021583,0.19618528610354224,0.0012175743442639866,0.0011729044871736007
@DISEASE_Cerebrovascular_Disorders,Cerebrovascular Disorders,71,70,71,643,852,4.0,4.0,0.0007580286983259309,0.5035971223021583,0.19346049046321526,0.0008293435416967621,0.0007112559594817849
@DISEASE_Hematologic_Diseases,Hematologic Diseases,77,70,77,732,756,4.0,4.0,0.000822087461564742,0.5035971223021583,0.2098092643051771,0.0009441360381369049,0.000631114442920457
@DISEASE_Soft_Tissue_Injuries,Soft Tissue Injuries,76,70,76,448,449,3.0,3.0,0.0008114110010249402,0.5035971223021583,0.20708446866485014,0.0005778318921930784,0.0003748285514170439
@DISEASE_Sleep_Apnea_Obstructive,Sleep Apnea Obstructive,74,70,74,379,380,2.0,2.0,0.0007900580799453365,0.5035971223021583,0.2016348773841962,0.000488835462368698,0.0003172268363885895
@DISEASE_Pain_Postoperative,Pain Postoperative,87,69,87,1449,3283,2.0,2.0,0.0009288520669627605,0.49640287769784175,0.23705722070844687,0.001868925026311988,0.0027406729049045775
@DISEASE_Long_QT_Syndrome,Long QT Syndrome,71,69,71,1060,1179,6.0,6.0,0.0007580286983259309,0.49640287769784175,0.19346049046321526,0.0013671915306354087,0.000984238000268808
@DISEASE_Ovarian_Neoplasms,Ovarian Neoplasms,82,69,82,975,1171,3.0,3.0,0.0008754697642637513,0.49640287769784175,0.22343324250681199,0.0012575582475184183,0.000977559540555364
@DISEASE_Low_Back_Pain,Low Back Pain,84,69,84,923,989,3.0,3.0,0.000896822685343355,0.49640287769784175,0.22888283378746593,0.001190488474317436,0.0008256245820745132
@DISEASE_Heart_Arrest,Heart Arrest,73,69,73,659,721,5.0,5.0,0.0007793816194055347,0.49640287769784175,0.1989100817438692,0.000849980394989372,0.0006018961816741396
@DISEASE_Infarction_Middle_Cerebral_Artery,Infarction Middle Cerebral Artery,73,69,73,442,442,3.0,3.0,0.0007793816194055347,0.49640287769784175,0.1989100817438692,0.0005700930722083497,0.0003689848991677804
@DISEASE_Severe_Acute_Respiratory_Syndrome,Severe Acute Respiratory Syndrome,76,69,76,335,335,2.0,2.0,0.0008114110010249402,0.49640287769784175,0.20708446866485014,0.00043208411581402065,0.00027966050050046707
@DISEASE_Anemia,Anemia,76,68,76,1183,1924,5.0,5.0,0.0008114110010249402,0.4892086330935252,0.20708446866485014,0.0015258373403223477,0.0016061695610832796
@DISEASE_Respiratory_Tract_Infections,Respiratory Tract Infections,77,68,77,1046,1558,3.0,3.0,0.000822087461564742,0.4892086330935252,0.2098092643051771,0.001349134284004375,0.001300630029193217
@DISEASE_Stomach_Ulcer,Stomach Ulcer,71,68,71,831,1448,2.0,2.0,0.0007580286983259309,0.4892086330935252,0.19346049046321526,0.0010718265678849289,0.0012088012081333621
@DISEASE_Cardiomegaly,Cardiomegaly,73,68,73,880,893,5.0,5.0,0.0007793816194055347,0.4892086330935252,0.1989100817438692,0.0011350269310935468,0.0007454830655131854
@DISEASE_Adenocarcinoma,Adenocarcinoma,74,68,74,658,658,3.5,3.5,0.0007900580799453365,0.4892086330935252,0.2016348773841962,0.0008486905916585839,0.0005493033114307681
@DISEASE_Syncope,Syncope,69,68,69,541,541,4.0,4.0,0.0007366757772463273,0.4892086330935252,0.1880108991825613,0.0006977836019563737,0.00045163083812164984
@DISEASE_Muscle_Neoplasms,Muscle Neoplasms,74,68,74,280,280,2.0,2.0,0.0007900580799453365,0.4892086330935252,0.2016348773841962,0.000361144932620674,0.00023374608997053965
@DISEASE_Drug_Overdose,Drug Overdose,69,67,69,1536,2657,14.0,14.0,0.0007366757772463273,0.48201438848920863,0.1880108991825613,0.0019811379160905545,0.0022180834323275852
@DISEASE_Hypertension_Pulmonary,Hypertension Pulmonary,74,67,74,840,1652,4.0,4.0,0.0007900580799453365,0.48201438848920863,0.2016348773841962,0.001083434797862022,0.001379101930826184
@DISEASE_Inflammatory_Bowel_Diseases,Inflammatory Bowel Diseases,71,67,71,795,1458,3.0,3.0,0.0007580286983259309,0.48201438848920863,0.19346049046321526,0.0010253936479765566,0.001217149282775167
@DISEASE_Intestinal_Diseases,Intestinal Diseases,74,67,74,704,751,4.0,4.0,0.0007900580799453365,0.48201438848920863,0.2016348773841962,0.0009080215448748375,0.0006269404055995546
@DISEASE_Arterial_Occlusive_Diseases,Arterial Occlusive Diseases,70,67,70,532,623,2.5,2.5,0.0007473522377861292,0.48201438848920863,0.1907356948228883,0.0006861753719792806,0.0005200850501844507
@DISEASE_Glioblastoma,Glioblastoma,69,67,69,560,560,3.0,3.0,0.0007366757772463273,0.48201438848920863,0.1880108991825613,0.000722289865241348,0.0004674921799410793
@DISEASE_Thrombosis,Thrombosis,76,66,76,1244,6143,6.0,6.0,0.0008114110010249402,0.4748201438848921,0.20708446866485014,0.0016045153435004231,0.005128222252460804
@DISEASE_Arthritis_Psoriatic,Arthritis Psoriatic,73,66,73,673,1998,2.0,2.0,0.0007793816194055347,0.4748201438848921,0.1989100817438692,0.0008680376416204057,0.0016679453134326365
@DISEASE_Stress_Disorders_Post_Traumatic,Stress Disorders Post Traumatic,67,66,67,994,1136,4.0,4.0,0.0007153228561667236,0.4748201438848921,0.18256130790190736,0.0012820645108033927,0.0009483412793090466
@DISEASE_Critical_Illness,Critical Illness,71,66,71,688,688,5.0,5.0,0.0007580286983259309,0.4748201438848921,0.19346049046321526,0.0008873846915822275,0.0005743475353561831
@DISEASE_Glioma,Glioma,68,66,68,546,546,3.0,3.0,0.0007259993167065254,0.4748201438848921,0.18528610354223432,0.0007042326186103143,0.0004558048754425523
@DISEASE_Cardiomyopathy_Hypertrophic,Cardiomyopathy Hypertrophic,70,66,70,484,484,3.0,3.0,0.0007473522377861292,0.4748201438848921,0.1907356948228883,0.0006242648121014508,0.0004040468126633614
@DISEASE_Lung_Injury,Lung Injury,72,66,72,483,483,3.0,3.0,0.0007687051588657328,0.4748201438848921,0.19618528610354224,0.0006229750087706627,0.0004032120051991809
@DISEASE_Hypesthesia,Hypesthesia,69,66,69,412,412,2.0,2.0,0.0007366757772463273,0.4748201438848921,0.1880108991825613,0.0005313989722847061,0.0003439406752423655
@DISEASE_Hyperglycemia,Hyperglycemia,72,65,72,993,1284,5.0,5.0,0.0007687051588657328,0.4676258992805755,0.19618528610354224,0.0012807747074726045,0.0010718927840077605
@DISEASE_Diabetic_Nephropathies,Diabetic Nephropathies,69,65,69,1064,1176,7.0,7.0,0.0007366757772463273,0.4676258992805755,0.1880108991825613,0.0013723507439585613,0.0009817335778762664
@DISEASE_Ventricular_Remodeling,Ventricular Remodeling,72,65,72,957,984,5.5,5.5,0.0007687051588657328,0.4676258992805755,0.19618528610354224,0.0012343417875642323,0.0008214505447536108
@DISEASE_Glucose_Intolerance,Glucose Intolerance,72,65,72,659,848,5.0,5.0,0.0007687051588657328,0.4676258992805755,0.19618528610354224,0.000849980394989372,0.0007079167296250629
@DISEASE_Feeding_and_Eating_Disorders,Feeding and Eating Disorders,69,65,69,761,761,6.0,6.0,0.0007366757772463273,0.4676258992805755,0.1880108991825613,0.0009815403347297603,0.0006352884802413595
@DISEASE_Carcinoma_Non_Small_Cell_Lung,Carcinoma Non Small Cell Lung,67,65,67,509,526,2.0,2.0,0.0007153228561667236,0.4676258992805755,0.18256130790190736,0.0006565098953711538,0.00043910872615894234
@DISEASE_Carcinoma_Renal_Cell,Carcinoma Renal Cell,70,65,70,376,376,2.0,2.0,0.0007473522377861292,0.4676258992805755,0.1907356948228883,0.00048496605237633366,0.00031388760653186754
@DISEASE_Neointima,Neointima,69,65,69,339,339,3.0,3.0,0.0007366757772463273,0.4676258992805755,0.1880108991825613,0.00043724332913717317,0.0002829997303571891
@DISEASE_Acute_Coronary_Syndrome,Acute Coronary Syndrome,66,64,66,1163,5128,5.5,5.5,0.0007046463956269218,0.460431654676259,0.17983651226158037,0.0015000412737065853,0.004280892676317597
@DISEASE_Hyperlipidemias,Hyperlipidemias,75,64,75,1051,1467,4.0,4.0,0.0008007345404851384,0.460431654676259,0.20435967302452315,0.0013555833006583156,0.0012246625499527917
@DISEASE_Glycosuria_Renal,Glycosuria Renal,65,64,65,585,585,4.0,4.0,0.0006939699350871199,0.460431654676259,0.1771117166212534,0.000754534948511051,0.0004883623665455917
@DISEASE_Airway_Obstruction,Airway Obstruction,69,64,69,497,569,3.0,3.0,0.0007366757772463273,0.460431654676259,0.1880108991825613,0.0006410322554016964,0.0004750054471187038
@DISEASE_Virus_Diseases,Virus Diseases,66,64,66,516,555,2.0,2.0,0.0007046463956269218,0.460431654676259,0.17983651226158037,0.0006655385186866707,0.0004633181426201768
@DISEASE_Triple_Negative_Breast_Neoplasms,Triple Negative Breast Neoplasms,66,64,66,462,462,3.0,3.0,0.0007046463956269218,0.460431654676259,0.17983651226158037,0.0005958891388241121,0.00038568104845139044
@DISEASE_Stiff_Skin_Syndrome,Stiff Skin Syndrome,69,64,69,339,339,3.0,3.0,0.0007366757772463273,0.460431654676259,0.1880108991825613,0.00043724332913717317,0.0002829997303571891
@DISEASE_Huntington_Disease,Huntington Disease,65,64,65,251,251,2.0,2.0,0.0006939699350871199,0.460431654676259,0.1771117166212534,0.00032374063602781845,0.00020953667350930518
@DISEASE_Epilepsy_Post_Traumatic,Epilepsy Post Traumatic,65,64,65,226,226,2.0,2.0,0.0006939699350871199,0.460431654676259,0.1771117166212534,0.00029149555275811544,0.0001886664869047927
@DISEASE_Postoperative_Nausea_and_Vomiting,Postoperative Nausea and Vomiting,66,63,66,930,2235,4.0,4.0,0.0007046463956269218,0.45323741007194246,0.17983651226158037,0.001199517097632953,0.0018657946824434148
@DISEASE_Multiple_Myeloma,Multiple Myeloma,65,63,65,586,1161,3.0,3.0,0.0006939699350871199,0.45323741007194246,0.1771117166212534,0.0007558247518418391,0.000969211465913559
@DISEASE_Ventricular_Fibrillation,Ventricular Fibrillation,69,63,69,599,656,5.0,5.0,0.0007366757772463273,0.45323741007194246,0.1880108991825613,0.0007725921951420848,0.0005476336965024071
@DISEASE_Pressure_Ulcer,Pressure Ulcer,70,63,70,555,555,3.0,3.0,0.0007473522377861292,0.45323741007194246,0.1907356948228883,0.0007158408485874074,0.0004633181426201768
@DISEASE_Learning_Disabilities,Learning Disabilities,63,63,63,490,490,3.0,3.0,0.0006726170140075162,0.45323741007194246,0.17166212534059946,0.0006320036320861795,0.0004090556574484444
@DISEASE_Movement_Disorders,Movement Disorders,66,63,66,451,451,4.0,4.0,0.0007046463956269218,0.45323741007194246,0.17983651226158037,0.0005817013021854428,0.0003764981663454049
@DISEASE_Back_Pain,Back Pain,68,63,68,411,411,3.0,3.0,0.0007259993167065254,0.45323741007194246,0.18528610354223432,0.0005301091689539179,0.000343105867778185
@DISEASE_Lead_Poisoning_Nervous_System,Lead Poisoning Nervous System,64,63,64,212,212,2.0,2.0,0.0006832934745473181,0.45323741007194246,0.17438692098092642,0.0002734383061270817,0.00017697918240626572
@DISEASE_Psoriasis,Psoriasis,72,62,72,942,4112,4.0,4.0,0.0007687051588657328,0.4460431654676259,0.19618528610354224,0.0012149947376024104,0.0034327282927102106
@DISEASE_Exanthema,Exanthema,69,62,69,1958,2604,12.0,12.0,0.0007366757772463273,0.4460431654676259,0.1880108991825613,0.0025254349216831417,0.0021738386367260187
@DISEASE_Ventricular_Dysfunction_Left,Ventricular Dysfunction Left,68,62,68,1256,1288,11.0,11.0,0.0007259993167065254,0.4460431654676259,0.18528610354223432,0.0016199929834698804,0.0010752320138644824
@DISEASE_Vascular_System_Injuries,Vascular System Injuries,66,62,66,434,434,4.0,4.0,0.0007046463956269218,0.4460431654676259,0.17983651226158037,0.0005597746455620447,0.00036230643945433643
@DISEASE_Hemolytic_Uremic_Syndrome,Hemolytic Uremic Syndrome,64,62,64,350,350,3.0,3.0,0.0006832934745473181,0.4460431654676259,0.17438692098092642,0.0004514311657758425,0.00029218261246317457
@DISEASE_Episodic_Ataxia,Episodic Ataxia,65,62,65,347,347,2.0,2.0,0.0006939699350871199,0.4460431654676259,0.1771117166212534,0.00044756175578347814,0.00028967819007063303
@DISEASE_Tinnitus,Tinnitus,64,62,64,330,330,2.5,2.5,0.0006832934745473181,0.4460431654676259,0.17438692098092642,0.00042563509916008005,0.0002754864631795646
@DISEASE_Pulmonary_Arterial_Hypertension,Pulmonary Arterial Hypertension,72,61,72,1253,1748,5.5,5.5,0.0007687051588657328,0.43884892086330934,0.19618528610354224,0.0016161235734775163,0.0014592434473875118
@DISEASE_Nephrotic_Syndrome,Nephrotic Syndrome,66,61,66,729,1503,4.5,4.5,0.0007046463956269218,0.43884892086330934,0.17983651226158037,0.0009402666281445405,0.0012547156186632896
@DISEASE_Immunologic_Deficiency_Syndromes,Immunologic Deficiency Syndromes,72,61,72,746,1138,2.0,2.0,0.0007687051588657328,0.43884892086330934,0.19618528610354224,0.0009621932847679386,0.0009500108942374076
@DISEASE_Subarachnoid_Hemorrhage,Subarachnoid Hemorrhage,65,61,65,741,840,4.0,4.0,0.0006939699350871199,0.43884892086330934,0.1771117166212534,0.0009557442681139979,0.000701238269911619
@DISEASE_Flushing,Flushing,70,61,70,736,774,4.0,4.0,0.0007473522377861292,0.43884892086330934,0.1907356948228883,0.0009492952514600574,0.000646140977275706
@DISEASE_Erythema,Erythema,73,61,73,666,666,4.0,4.0,0.0007793816194055347,0.43884892086330934,0.1989100817438692,0.0008590090183048888,0.0005559817711442122
@DISEASE_Anorexia,Anorexia,66,61,66,603,603,4.0,4.0,0.0007046463956269218,0.43884892086330934,0.17983651226158037,0.0007777514084652372,0.0005033889009008407
@DISEASE_Signs_and_Symptoms_Digestive,Signs and Symptoms Digestive,63,61,63,577,577,4.0,4.0,0.0006726170140075162,0.43884892086330934,0.17166212534059946,0.0007442165218647461,0.0004816839068321478
@DISEASE_Myotonic_Dystrophy,Myotonic Dystrophy,65,61,65,372,423,2.0,2.0,0.0006939699350871199,0.43884892086330934,0.1771117166212534,0.00047980683905318115,0.00035312355734835096
@DISEASE_Brain_Damage_Chronic,Brain Damage Chronic,64,61,64,261,261,2.0,2.0,0.0006832934745473181,0.43884892086330934,0.17438692098092642,0.0003366386693356997,0.00021788474815111016
@DISEASE_Erectile_Dysfunction,Erectile Dysfunction,67,60,67,720,2954,4.0,4.0,0.0007153228561667236,0.4316546762589928,0.18256130790190736,0.0009286583981674474,0.0024660212491891932
@DISEASE_Tachycardia,Tachycardia,61,60,61,1147,1582,6.0,6.0,0.0006512640929279126,0.4316546762589928,0.16621253405994552,0.0014794044204139753,0.001320665408333549
@DISEASE_Autistic_Disorder,Autistic Disorder,61,60,61,688,1126,4.0,4.0,0.0006512640929279126,0.4316546762589928,0.16621253405994552,0.0008873846915822275,0.0009399932046672416
@DISEASE_Diabetic_Neuropathies,Diabetic Neuropathies,61,60,61,701,1021,4.0,4.0,0.0006512640929279126,0.4316546762589928,0.16621253405994552,0.0009041521348824731,0.0008523384209282892
@DISEASE_Substance_Withdrawal_Syndrome,Substance Withdrawal Syndrome,61,60,61,774,907,5.0,5.0,0.0006512640929279126,0.4316546762589928,0.16621253405994552,0.000998307778030006,0.0007571703700117124
@DISEASE_Cystic_Fibrosis,Cystic Fibrosis,66,60,66,568,674,4.0,4.0,0.0007046463956269218,0.4316546762589928,0.17983651226158037,0.000732608291887653,0.0005626602308576561
@DISEASE_Brain_Edema,Brain Edema,62,60,62,391,391,3.0,3.0,0.0006619405534677143,0.4316546762589928,0.16893732970027248,0.0005043131023381555,0.000326409718494575
@DISEASE_Sleep_Deprivation,Sleep Deprivation,61,60,61,369,369,3.0,3.0,0.0006512640929279126,0.4316546762589928,0.16621253405994552,0.00047593742906081683,0.00030804395428260403
