drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,match_tier,tie_top_score,extra_tokens,missing_tokens,n_candidates_returned,shared_tokens_best,flag_too_specific,accept_any_candidate,accept_min_overlap
Atorvastatin,NCT05372380,A Study to Evaluate Drug-drug Interactions Between BR1017-1 and BR1017-2 in Healthy Volunteers,COMPLETED,PHASE1,Hypertension; Hypercholesterinemia,2022-05-09 00:00:00+00:00,51,Hypercholesterinemia,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT07121088,Traditional Chinese Medicine Intervention for Ischemic Cerebrovascular Disease and Diabetes Mellitus: An Efficacy Comparative Study,NOT_YET_RECRUITING,PHASE4,Ischemic Cerebral Infarction; Diabetes Mellitus,2025-07-04 00:00:00+00:00,52,Ischemic Cerebral Infarction,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT02411903,The Dynamic Effect of Non-cytochrome P450 Isoenzyme 3A4（CYP3A4）-Metabolized and Cytochrome P450 Isoenzyme 3A4（CYP3A4）-Metabolized Statins on Clopidogrel Resistance in Patients With Cerebral Infarction,UNKNOWN,PHASE4,"Cerebral Infarction; Clopidogrel,Poor Metabolism of (Disorder)",2015-03-17 00:00:00+00:00,53,"Clopidogrel,Poor Metabolism of (Disorder)",,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01518166,Effect of Liraglutide on Gastrointestinal Absorption of Several Drugs and Potential Influence of Liraglutide on Intragastric pH,COMPLETED,PHASE1,Diabetes; Healthy,2012-01-17 00:00:00+00:00,54,Diabetes,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01518166,Effect of Liraglutide on Gastrointestinal Absorption of Several Drugs and Potential Influence of Liraglutide on Intragastric pH,COMPLETED,PHASE1,Diabetes; Healthy,2012-01-17 00:00:00+00:00,54,Healthy,,,blocked_non_disease,False,0,0,0,0,False,False,False
Atorvastatin,NCT06976866,Effect of Topical Application of Atorvastatin Gel Versus Hyaluronic Acid on Immediate Loading Dental Implant in Posterior Maxilla,ACTIVE_NOT_RECRUITING,,"In Recent Years, There Has Been a Rise in the Use of Immediate Loading Protocols; Dental Implant Stability",2025-04-22 00:00:00+00:00,56,"In Recent Years, There Has Been a Rise in the Use of Immediate Loading Protocols",,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT06976866,Effect of Topical Application of Atorvastatin Gel Versus Hyaluronic Acid on Immediate Loading Dental Implant in Posterior Maxilla,ACTIVE_NOT_RECRUITING,,"In Recent Years, There Has Been a Rise in the Use of Immediate Loading Protocols; Dental Implant Stability",2025-04-22 00:00:00+00:00,56,Dental Implant Stability,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT00651404,Ezetimibe Plus Atorvastatin Versus Atorvastatin Alone in Subjects With Primary Hypercholesterolemia (Study P03406),COMPLETED,PHASE3,Hypercholesterolemia; Atherosclerosis,2008-03-31 00:00:00+00:00,57,Atherosclerosis,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT03318484,Sonodynamic Therapy on Patients With Femoropopliteal PAD and Claudication,WITHDRAWN,PHASE1; PHASE2,Peripheral Arterial Disease; Atherosclerosis; Cardiovascular Diseases,2017-10-12 00:00:00+00:00,58,Atherosclerosis,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01645449,"Bioequivalence Study of Atorvastatin Calcium Tablets, 80 mg of Dr. Reddy's Under Fasting Conditions",COMPLETED,PHASE1,Healthy,2012-07-18 00:00:00+00:00,59,Healthy,,,blocked_non_disease,False,0,0,0,0,False,False,False
Atorvastatin,NCT00344955,"Acute Effect of HMG-CoA Reductase Inhibition (Atorvastatin)on Renal Hemodynamics, Tubular Function and Vasoactive Hormones on Healthy Subjects",COMPLETED,PHASE4,Healthy,2006-06-24 00:00:00+00:00,60,Healthy,,,blocked_non_disease,False,0,0,0,0,False,False,False
Atorvastatin,NCT04789057,Atorvastatin Effect on Reduction of COPD Exacerbations,RECRUITING,PHASE4,Copd; COPD Exacerbation; Smoking; Gene Expression; Atorvastatin,2021-02-15 00:00:00+00:00,63,Copd,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04789057,Atorvastatin Effect on Reduction of COPD Exacerbations,RECRUITING,PHASE4,Copd; COPD Exacerbation; Smoking; Gene Expression; Atorvastatin,2021-02-15 00:00:00+00:00,63,COPD Exacerbation,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04789057,Atorvastatin Effect on Reduction of COPD Exacerbations,RECRUITING,PHASE4,Copd; COPD Exacerbation; Smoking; Gene Expression; Atorvastatin,2021-02-15 00:00:00+00:00,63,Smoking,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04789057,Atorvastatin Effect on Reduction of COPD Exacerbations,RECRUITING,PHASE4,Copd; COPD Exacerbation; Smoking; Gene Expression; Atorvastatin,2021-02-15 00:00:00+00:00,63,Gene Expression,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04789057,Atorvastatin Effect on Reduction of COPD Exacerbations,RECRUITING,PHASE4,Copd; COPD Exacerbation; Smoking; Gene Expression; Atorvastatin,2021-02-15 00:00:00+00:00,63,Atorvastatin,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01200056,Virtual Histology Findings and Effects of Varying Doses of Atorvastatin Treatment,COMPLETED,PHASE4,"Coronary Disease; Ultrasonography, Interventional; Hydroxymethylglutaryl-CoA Reductase Inhibitors",2010-09-09 00:00:00+00:00,67,"Ultrasonography, Interventional",,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01200056,Virtual Histology Findings and Effects of Varying Doses of Atorvastatin Treatment,COMPLETED,PHASE4,"Coronary Disease; Ultrasonography, Interventional; Hydroxymethylglutaryl-CoA Reductase Inhibitors",2010-09-09 00:00:00+00:00,67,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04943783,Atorvastatin in the TREATment of Intracranial Unruptured VertebroBasilar Dissecting Aneurysms,UNKNOWN,,Dissecting Aneurysm of Cerebral Artery; Intramural Hematomas; Inflammation Vascular,2021-05-31 00:00:00+00:00,70,Dissecting Aneurysm of Cerebral Artery,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04943783,Atorvastatin in the TREATment of Intracranial Unruptured VertebroBasilar Dissecting Aneurysms,UNKNOWN,,Dissecting Aneurysm of Cerebral Artery; Intramural Hematomas; Inflammation Vascular,2021-05-31 00:00:00+00:00,70,Intramural Hematomas,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT04943783,Atorvastatin in the TREATment of Intracranial Unruptured VertebroBasilar Dissecting Aneurysms,UNKNOWN,,Dissecting Aneurysm of Cerebral Artery; Intramural Hematomas; Inflammation Vascular,2021-05-31 00:00:00+00:00,70,Inflammation Vascular,,,,False,0,0,0,0,False,False,False
