row_index,nct_id,drug,removed_term,original_disease_field
32841,NCT07018635,Esomeprazole,Healthy Participants,Healthy Participants
32847,NCT00526006,Esomeprazole,Healthy,Healthy
32848,NCT00230516,Esomeprazole,Healthy,Healthy
32852,NCT04468815,Esomeprazole,Healthy Participants,Healthy Participants
32860,NCT06193811,Esomeprazole,Healthy,Healthy
32864,NCT06561542,Esomeprazole,Healthy,Healthy
32890,NCT02659683,Esomeprazole,Healthy Subjects,Healthy Subjects
32907,NCT02680119,Esomeprazole,Healthy,Healthy
32908,NCT01199328,Esomeprazole,Healthy Volunteers,Healthy Volunteers
32921,NCT01153659,Esomeprazole,Healthy,Healthy
32927,NCT06233149,Esomeprazole,Healthy Subjects,Healthy Subjects
32929,NCT05586568,Esomeprazole,Healthy Subjects,Healthy Subjects
32931,NCT01820143,Esomeprazole,Healthy,Healthy; Pharmacokinetics; Pharmacodynamics; Ilaprazole
32931,NCT01820143,Esomeprazole,Pharmacokinetics,Healthy; Pharmacokinetics; Pharmacodynamics; Ilaprazole
32939,NCT02023125,Esomeprazole,Healthy Volunteer,Healthy Volunteer
32940,NCT06233097,Esomeprazole,Healthy Subjects,Healthy Subjects
32948,NCT00524251,Esomeprazole,Quality of Life,GERD; Quality of Life
32954,NCT00474019,Esomeprazole,Pharmacokinetics,Pharmacokinetics
32961,NCT05467475,Esomeprazole,Healthy,Healthy
32970,NCT02361619,Esomeprazole,Healthy Volunteers,Healthy Volunteers
32979,NCT03978143,Esomeprazole,Healthy Volunteers,Healthy Volunteers
32998,NCT03137134,Esomeprazole,Healthy,Healthy
33004,NCT02680132,Esomeprazole,Healthy,Healthy
33006,NCT00992381,Esomeprazole,Healthy,Healthy
33032,NCT05688124,Esomeprazole,Healthy Subjects,Healthy Subjects
33033,NCT01147588,Esomeprazole,Healthy,Healthy
33039,NCT06275841,Esomeprazole,Healthy,Healthy
33051,NCT01210339,Esomeprazole,Healthy Volunteers,Healthy Volunteers
33063,NCT00942175,Esomeprazole,Healthy,Healthy
33069,NCT01163630,Esomeprazole,Pharmacokinetics,Effect of Food; Pharmacokinetics
33077,NCT00599404,Esomeprazole,Healthy,Healthy
33082,NCT03083639,Esomeprazole,Healthy Participants,Healthy Participants
33092,NCT06378658,Esomeprazole,Healthy Volunteers,Advanced Non-small Cell Lung Cancer; EGFR Mutation; HER2 Mutation; Healthy Volunteers
33096,NCT03372850,Esomeprazole,Healthy,Healthy
33108,NCT03127046,Esomeprazole,Healthy,Healthy
33109,NCT03814642,Esomeprazole,Healthy,Healthy
33113,NCT02543606,Esomeprazole,Healthy,Healthy
33132,NCT03530228,Esomeprazole,Pharmacokinetics,Pharmacodynamics; Pharmacokinetics; Healthy Male Volunteers
33181,NCT05930197,Docusate,Healthy Adults,Healthy Adults
33191,NCT01915901,Docusate,Healthy,Healthy
33312,NCT00836056,Clindamycin,Healthy,Healthy
33347,NCT00836004,Clindamycin,Healthy,Healthy
33391,NCT04658173,Clindamycin,Anesthesia,Anesthesia
33449,NCT05421312,Clindamycin,Pharmacokinetics,PJI; Bone and Joint Infection; Pharmacokinetics
33512,NCT01222897,Acyclovir,Healthy,Healthy
33566,NCT01136525,Acyclovir,Healthy,Healthy
33592,NCT02297854,Acyclovir,Healthy,Healthy
33594,NCT06228430,Acyclovir,Healthy Volunteer,Healthy Volunteer
33630,NCT01010698,Acyclovir,Healthy,Healthy
33652,NCT02296723,Acyclovir,Healthy,Healthy
33673,NCT05094414,Acyclovir,Quality of Life,"Pain, Chronic; Urge Incontinence; Overactive Bladder Syndrome; Quality of Life"
33682,NCT02255734,Acyclovir,Healthy,Healthy
33719,NCT01136538,Acyclovir,Healthy,Healthy
33720,NCT01149499,Acyclovir,Healthy,Healthy
33746,NCT00650494,Acyclovir,Healthy,Healthy
33768,NCT01149460,Acyclovir,Healthy,Healthy
